x,y,z
11133.7,53245.44,61.6
11137.39,53247.64,73.5
11142.53,53243.19,73.8
11150.96,53239.46,73.6
11158.19,53232.57,73.5
11165.52,53218.89,73.2
11170.52,53202.61,72.8
11175.56,53194.2,72.5
11180.67,53184.08,72.5
11182.95,53171.54,72.6
11182.61,53159.93,72.5
11185.74,53152.34,72.4
11185.4,53141.1,72.3
11176.3,53126.72,72.0
11156.5,53084.85,72.0
11149.45,53070.75,72.0
11147.99,53053.51,72.1
11137.99,53024.49,72.0
11132.22,53009.17,71.5
11126.38,52992.7,71.3
11117.63,52982.15,71.6
11111.55,52971.66,71.4
11102.13,52965.33,70.5
11114.22,53040.55,60.5
11135.57,53091.99,60.2
11140.86,53107.15,60.4
11135.57,53124.49,60.3
11135.15,53139.15,60.2
11130.97,53152.27,60.3
11126.6,53166.44,60.3
9257.34,54619.08,44.17
9254.05,54622.6,44.07
9266.97,54635.99,45.11
9269.7,54640.7,44.97
9274.51,54638.29,45.14
9271.92,54633.51,45.08
10077.06,54477.9,64.68
10057.26,54481.76,64.79
10080.12,54396.7,64.35
10061.04,54402.04,62.77
9860.34,54306.03,57.69
9824.53,54371.47,57.11
9807.5,54366.7,57.09
9890.2,54295.86,58.14
9884.32,54294.33,56.91
9873.85,54291.71,56.83
9862.63,54297.37,60.67
9862.62,54297.38,60.87
9816.77,54285.26,62.03
9850.16,54285.95,57.84
9793.03,54270.94,57.81
9793.03,54270.94,57.81
10806.02,52929.82,47.61
10787.79,52956.23,46.65
10772.06,52981.73,44.28
10756.46,53011.12,41.66
10745.65,53039.86,38.44
10732.66,53085.57,35.81
10757.98,53036.51,39.23
10772.1,53012.12,41.91
10785.17,52990.19,43.97
10796.59,52969.96,45.6
10818.59,52966.96,46.69
10829.25,52954.48,47.7
10400.0,52991.75,510400
10407.0,52998.75,4553000
10579.83,54123.11,47.8
10552.43,54177.18,61.1
10555.04,54170.62,61.3
10575.79,54179.26,62.7
10585.37,54175.12,62.7
10593.47,54165.69,62.8
10823.94,53366.17,11.5
10807.02,53398.53,11.3
10816.0,53380.14,11.4
10566.53,54133.13,45.6
10565.7,54128.38,45.2
10571.53,54118.46,45.2
10580.61,54112.53,45.3
10707.43,53962.92,48.7
10700.13,53963.04,48.7
10592.05,54167.49,62.7
10963.44,54041.19,121.0
10948.17,54055.6,109.6
10911.14,54123.78,110.5
10884.24,54171.74,110.8
10818.54,54295.28,120.9
10806.42,54315.56,120.7
11207.84,53456.17,130.7
11184.99,53467.03,124.0
11013.86,53896.07,105.2
11008.2,53905.37,104.7
11001.29,53912.93,104.2
10990.16,53925.47,102.0
10978.63,53937.43,99.5
10977.61,53956.53,109.2
10982.65,53940.63,109.1
10992.45,53932.26,108.8
10997.92,53920.58,108.7
11008.3,53909.86,108.5
11015.45,53897.12,108.5
11025.13,53884.52,108.3
10971.2,53996.76,110.0
10974.41,54007.42,110.1
10971.39,54017.11,110.1
10963.95,54031.35,110.1
10955.9,54043.76,109.6
10938.95,54071.69,109.5
10923.78,54102.39,109.9
10918.28,54114.12,110.2
10903.85,54138.29,110.6
10897.05,54147.89,110.6
10889.07,54159.26,110.7
10877.16,54180.62,110.9
10867.04,54204.61,120.6
10873.92,54193.03,120.9
10881.89,54184.86,121.0
10888.69,54175.62,121.0
10892.04,54164.55,121.0
10900.29,54155.13,120.5
10906.22,54143.96,120.5
10911.93,54133.06,120.5
10915.55,54124.3,120.6
10922.6,54116.03,120.4
10926.82,54106.8,120.4
10932.97,54095.53,120.3
10943.11,54079.1,120.6
10947.8,54065.32,120.9
10952.31,54055.16,120.8
10969.09,54029.49,121.0
10980.1,54009.66,120.8
10978.04,53997.02,120.8
10806.94,54308.44,110.4
10814.25,54290.83,110.5
10822.02,54286.01,120.9
10812.9,54305.12,120.6
11174.95,53506.49,119.9
11162.89,53509.05,119.6
11174.78,53516.67,119.8
11189.38,53499.89,119.7
11197.36,53478.18,120.2
11193.19,53511.99,119.8
11173.38,53528.32,119.5
11180.48,53476.36,120.4
11196.25,53464.39,120.7
11212.39,53460.57,120.8
11221.2,53467.92,120.8
11185.39,53525.39,120.2
11230.81,53476.97,135.0
11224.89,53465.76,133.2
11220.26,53456.71,130.8
11191.25,53462.95,128.2
11171.86,53477.51,122.9
11158.25,53490.28,120.3
10617.44,54212.98,62.4
10628.96,54212.52,62.2
10620.26,54192.22,62.8
10612.95,54200.93,62.8
10908.16,53985.82,88.9
10911.13,53976.92,88.8
10914.21,53969.78,88.9
10920.48,53958.88,88.7
10925.58,53960.12,94.9
10917.87,53973.11,93.5
10912.0,53983.52,92.0
10907.56,53991.45,91.0
10958.97,53936.34,98.5
10704.24,53125.28,36.2
10709.18,53112.28,36.1
10713.39,53102.43,36.1
10715.99,53092.54,36.2
10718.69,53082.26,36.1
10720.62,53075.1,36.0
10726.66,53131.72,31.4
10732.19,53161.31,29.6
10897.58,52905.84,47.0
10915.23,52904.45,46.8
10925.89,52919.3,46.9
10891.15,52920.67,47.4
10903.22,52910.93,47.4
10871.28,52923.4,47.8
10867.19,52906.57,48.3
10876.68,52900.31,47.5
10885.19,52895.87,47.2
10890.54,52890.6,47.2
10896.13,52885.63,47.1
10901.23,52882.2,47.2
10908.92,52884.8,47.2
10915.9,52888.44,47.2
10922.66,52890.83,47.2
10927.98,52894.68,47.2
10933.86,52902.26,47.5
10943.18,52896.35,59.7
10937.17,52889.06,59.3
10929.87,52886.15,59.6
10921.53,52881.74,59.7
10915.24,52875.54,60.0
10909.68,52873.24,60.0
10905.75,52871.09,60.1
10899.97,52873.83,60.1
10890.39,52882.78,60.0
10882.1,52890.23,60.1
10873.7,52892.79,60.2
10867.82,52899.06,60.1
10862.84,52903.79,60.4
10837.48,52918.82,48.8
10778.09,52989.87,44.3
10818.83,52935.32,48.1
10867.28,52880.79,51.3
10894.44,52855.63,54.3
10905.79,52851.65,55.5
10796.02,52943.93,48.7
10791.86,52951.41,46.8
10785.7,52957.3,46.6
10779.9,52963.9,46.0
10774.92,52969.34,45.6
10770.36,52976.83,45.0
10768.64,52982.81,44.7
10765.23,52987.04,44.0
10771.45,52998.63,43.7
10757.84,53026.93,40.1
10761.36,53018.67,41.3
10751.74,53036.27,39.2
10746.61,53048.9,38.3
10741.84,53062.58,36.8
10764.05,53078.61,36.1
10739.94,53080.62,36.0
10737.45,53096.47,34.7
10729.24,53111.63,34.3
10699.26,53148.3,49.2
10696.65,53140.09,48.9
10696.81,53132.43,48.9
10697.31,53123.84,48.9
10701.25,53113.04,49.0
10704.8,53103.1,49.0
10710.55,53094.22,49.3
10713.08,53084.66,49.3
10712.52,53078.35,49.2
10714.49,53071.69,49.2
10716.66,53065.54,49.0
10721.07,53061.37,48.9
10724.52,53057.9,48.9
10725.64,53049.41,49.0
10728.11,53043.48,49.0
10731.3,53037.85,49.1
10733.94,53032.99,49.1
10735.11,53025.02,49.0
10738.53,53018.15,49.2
10762.9,52993.12,43.9
10760.41,52998.34,42.9
10752.69,53012.32,41.6
10746.86,53023.75,39.8
10741.23,53034.17,39.0
10738.5,53042.29,38.1
10735.25,53054.16,37.0
10731.25,53062.49,36.7
10727.95,53066.77,36.0
10707.49,53138.16,31.6
10731.5,53144.27,30.7
10975.94,53369.71,50.2
10975.58,53352.95,50.2
11041.48,53289.21,50.3
11037.08,53296.32,50.2
11033.22,53300.2,50.2
11026.17,53300.02,50.0
11021.96,53303.52,49.8
11018.29,53309.46,49.6
11015.82,53315.82,49.6
11014.97,53327.23,49.5
11012.11,53334.1,49.5
11006.99,53343.23,49.7
10999.07,53347.95,49.9
10993.75,53351.11,49.9
10989.76,53354.08,49.9
10986.47,53362.36,50.0
10988.21,53372.68,61.2
10998.29,53365.26,62.2
11004.09,53359.69,62.2
11012.43,53356.07,62.3
11015.58,53353.4,62.3
11018.72,53348.07,62.5
11019.61,53341.63,62.6
11020.4,53331.79,62.6
11022.25,53325.54,62.6
11024.02,53321.3,62.6
11026.57,53316.62,62.6
11030.1,53312.38,62.5
11034.21,53312.7,62.6
11037.28,53309.92,62.5
11040.08,53305.7,62.5
11044.04,53303.08,62.4
11049.3,53296.6,62.4
11051.08,53289.66,62.4
11052.23,53284.21,62.1
10762.95,53059.28,35.5
10779.35,53052.66,35.5
10795.59,53054.83,35.5
10793.45,53042.75,35.5
10801.74,53035.5,35.3
10812.09,53033.09,35.2
10783.23,53033.31,35.4
10779.01,53039.19,35.5
10772.93,53041.42,35.5
10767.25,53046.36,35.5
10755.39,53058.57,37.5
10756.76,53052.56,38.5
10760.51,53046.52,39.1
10763.52,53039.83,40.0
10770.81,53036.56,40.0
10774.7,53031.7,40.2
10756.29,53069.89,36.0
10640.99,54024.78,36.4
10631.09,54052.4,37.7
10639.14,54037.25,37.5
10623.94,54056.01,38.0
11028.85,53607.16,73.1
11014.66,53585.34,72.8
11007.21,53572.64,72.5
11002.92,53560.07,72.6
11003.73,53535.91,72.2
11008.05,53546.92,72.9
11009.48,53551.63,72.7
11012.3,53559.5,72.6
11015.6,53565.21,72.8
11022.98,53574.94,72.9
11026.99,53581.9,72.9
11031.24,53588.16,73.0
11035.43,53592.58,73.3
11046.92,53588.87,87.3
11042.42,53583.82,87.2
11038.36,53578.05,87.1
11032.56,53572.54,87.1
10951.51,53633.33,51.2
10950.61,53624.21,50.8
10948.81,53614.45,50.8
10948.56,53606.43,50.9
10948.39,53596.76,50.9
10945.34,53593.23,50.9
10951.47,53590.97,56.0
10954.17,53599.58,55.7
10953.83,53615.09,55.0
10954.93,53624.44,54.6
10954.98,53632.69,53.9
10951.22,53647.66,51.7
10963.22,53639.54,53.0
10960.43,53552.76,59.3
10968.75,53550.04,59.8
10969.29,53558.29,58.3
10971.34,53557.37,61.6
10970.71,53549.69,61.6
10967.75,53541.26,61.2
11069.96,53593.74,87.0
11066.56,53583.87,87.1
10829.37,52946.89,48.4
10960.68,53371.59,49.8
11063.18,53591.91,87.0
11058.53,53580.39,87.1
10820.36,52929.95,48.6
11017.9,53600.97,75.0
11012.78,53593.54,75.0
10996.2,53545.27,72.2
10623.02,54039.45,37.0
10500.0,53191.75,510500
10507.0,53198.75,4553200
10809.99,52948.71,48.5
10704.21,53321.55,36.3
10700.72,53310.04,36.3
10700.43,53295.13,36.5
10697.79,53162.15,49.1
10700.8,53177.53,49.1
10700.7,53191.15,49.5
10701.47,53201.77,49.2
10694.8,53213.39,49.1
10697.28,53227.44,48.8
10694.22,53235.84,48.3
10691.9,53242.49,47.9
10690.83,53250.22,47.9
10693.85,53254.69,48.0
10697.65,53264.76,48.1
10697.42,53276.4,47.9
10692.74,53284.73,48.0
10691.89,53300.99,47.9
10692.79,53308.63,48.0
10694.99,53322.75,47.5
10695.82,53337.55,48.0
10697.74,53349.68,46.1
10698.99,53357.54,38.6
11234.73,53924.38,171.3
11235.01,53932.53,171.3
11233.79,53942.87,171.4
11230.46,53953.39,171.3
11226.97,53962.1,171.3
11219.98,53971.8,171.3
11212.82,53979.05,171.0
11200.69,53989.87,170.4
11205.48,53988.65,181.0
11208.53,53986.39,184.3
11217.0,53978.64,183.1
11221.76,53973.73,182.5
11227.5,53968.1,181.8
11231.7,53958.42,181.8
11234.02,53954.07,177.6
11236.94,53943.36,176.1
11238.11,53932.65,174.8
11234.73,53924.38,171.3
11235.01,53932.53,171.3
11233.79,53942.87,171.4
11230.46,53953.39,171.3
11209.5,53966.41,171.3
11226.97,53962.1,171.3
11219.98,53971.8,171.3
11212.82,53979.05,171.0
11200.69,53989.87,170.4
11205.48,53988.65,181.0
11208.53,53986.39,184.3
11217.0,53978.64,183.1
11221.76,53973.73,182.5
11227.5,53968.1,181.8
11231.7,53958.42,181.8
11234.02,53954.07,177.6
11236.94,53943.36,176.1
11238.11,53932.65,174.8
10704.21,53321.55,36.3
10700.72,53310.04,36.3
10700.43,53295.13,36.5
10697.79,53162.15,49.1
10700.8,53177.53,49.1
10700.7,53191.15,49.5
10701.47,53201.77,49.2
10694.8,53213.39,49.1
10697.28,53227.44,48.8
10694.22,53235.84,48.3
10691.9,53242.49,47.9
10690.83,53250.22,47.9
10693.85,53254.69,48.0
10697.65,53264.76,48.1
10697.42,53276.4,47.9
10692.74,53284.73,48.0
10691.89,53300.99,47.9
10692.79,53308.63,48.0
10694.99,53322.75,47.5
10695.82,53337.55,48.0
10697.74,53349.68,46.1
10698.99,53357.54,38.6
11234.73,53924.38,171.3
11235.01,53932.53,171.3
11233.79,53942.87,171.4
11230.46,53953.39,171.3
11209.5,53966.41,171.3
11226.97,53962.1,171.3
11219.98,53971.8,171.3
11212.82,53979.05,171.0
11200.69,53989.87,170.4
11205.48,53988.65,181.0
11208.53,53986.39,184.3
11217.0,53978.64,183.1
11221.76,53973.73,182.5
11227.5,53968.1,181.8
11231.7,53958.42,181.8
11234.02,53954.07,177.6
11236.94,53943.36,176.1
11238.11,53932.65,174.8
10808.76,53410.98,11.4
10793.62,53410.52,11.3
10816.94,53390.97,11.6
10713.32,53579.25,16.4
10798.52,53483.32,11.4
10757.33,53542.32,11.2
10738.38,53575.81,11.3
10730.06,53549.97,11.2
10728.49,53563.66,11.2
10724.73,53574.05,11.2
10706.29,53602.43,21.3
10709.0,53588.18,16.6
10720.81,53563.75,18.0
10722.24,53555.13,18.0
10724.55,53549.46,13.4
10741.33,53522.98,11.9
10809.74,53466.04,11.3
10750.3,53523.15,11.8
10745.39,53534.76,11.1
10741.32,53544.31,11.1
10743.7,53567.83,11.1
10742.36,53558.46,11.2
10763.8,53528.42,11.1
10789.59,53493.82,11.5
10809.21,53474.07,11.3
10812.71,53453.58,11.2
11089.43,54146.76,179.9
11108.96,54123.16,180.7
11133.36,54094.67,180.7
10927.84,54368.34,179.2
10930.62,54365.47,179.2
11033.96,53877.16,108.2
10998.29,53932.54,108.7
11005.98,53925.09,108.7
11019.52,53908.76,108.5
11045.73,53874.47,108.2
11042.61,53885.53,108.3
11038.45,53893.34,108.3
11035.39,53902.54,108.3
11031.96,53910.06,108.4
11026.75,53919.18,108.6
11019.74,53926.26,108.7
11011.09,53933.61,108.7
11007.07,53939.53,108.7
10999.71,53951.59,109.3
10993.95,53960.97,109.8
10988.9,53969.5,109.7
10982.61,53979.1,110.0
10977.18,53985.95,110.0
10981.13,53991.65,120.8
10988.66,53976.31,120.7
10996.4,53963.85,120.5
11003.69,53951.38,120.4
11008.16,53945.2,120.4
11013.33,53938.19,120.4
11022.84,53929.69,120.5
11030.79,53922.6,120.8
11034.52,53916.41,120.8
11038.5,53908.35,120.8
11042.74,53902.44,120.7
11045.17,53895.26,120.8
11049.83,53879.37,120.4
11057.82,54175.73,168.3
11110.53,54086.66,169.1
11059.97,54185.27,180.3
11067.0,54174.3,179.2
11073.38,54166.82,180.0
11078.87,54159.71,179.7
11083.54,54154.88,180.0
11093.79,54140.74,179.8
11053.59,54180.92,168.0
11061.13,54167.48,168.3
11065.61,54162.02,168.0
11071.2,54156.75,167.8
11077.19,54152.46,167.9
11081.58,54145.95,168.0
11087.06,54137.91,168.6
11094.92,54130.87,168.6
11099.74,54123.66,168.9
11101.85,54118.63,169.0
11147.42,54071.0,180.5
11138.74,54081.96,180.5
11129.89,54092.93,180.7
11122.39,54102.18,180.7
11114.14,54110.49,180.7
11105.12,54121.54,180.7
11100.04,54130.16,180.7
11092.05,54139.71,179.8
11088.3,54145.92,179.9
11082.31,54153.16,180.0
11076.72,54159.16,179.7
11071.59,54165.97,180.0
11065.32,54173.17,179.2
10979.97,54314.49,191.7
10976.48,54323.17,191.7
10972.01,54333.31,191.6
10965.12,54337.95,191.5
10932.86,54363.4,178.3
10939.84,54356.97,178.1
10942.47,54354.84,180.1
10951.86,54344.58,180.6
10957.0,54334.39,180.5
10963.08,54325.01,180.3
10965.62,54316.2,180.1
10971.89,54307.15,179.5
10979.96,54297.39,178.5
10940.54,54345.5,168.7
10933.95,54353.08,169.0
10926.1,54362.1,169.7
10920.84,54365.11,169.7
10921.29,54377.37,169.4
10972.33,54318.4,180.1
11001.47,54278.88,178.3
11011.74,54257.59,178.4
11039.64,54214.31,179.6
11192.85,54002.27,170.2
11122.45,54074.21,168.7
11108.76,54110.71,168.9
11114.58,54102.55,168.8
11124.67,54090.62,168.9
11134.65,54077.74,168.6
11142.55,54068.31,168.8
11149.56,54058.99,169.0
11156.37,54046.68,169.1
11161.1,54040.28,169.1
11167.58,54033.05,169.4
11177.36,54024.26,170.0
11184.38,54015.18,170.3
11200.69,53989.87,170.5
11178.92,54029.24,180.3
11172.93,54042.58,180.6
11166.03,54054.44,180.5
11158.43,54064.14,180.6
11151.96,54073.0,180.5
11142.25,54084.84,180.5
11125.52,54103.35,180.7
11116.05,54113.23,180.7
11103.09,54131.75,180.7
11138.37,54093.34,193.1
11146.57,54084.69,193.0
11157.76,54072.43,192.5
11168.5,54056.57,191.6
11167.77,54040.56,180.6
11160.67,54051.65,180.5
11152.91,54061.92,180.6
10968.88,54327.56,180.3
10977.31,54310.28,179.5
10985.56,54300.17,178.5
10991.26,54291.98,178.7
11005.53,54270.18,178.2
11018.99,54246.61,180.3
11027.75,54232.11,179.6
11047.97,54201.18,178.6
11042.24,54220.83,192.2
11033.36,54232.89,191.8
11023.91,54244.5,191.7
11016.01,54259.86,191.5
11009.17,54269.78,191.3
11005.12,54280.61,191.3
10998.38,54290.0,191.5
10989.83,54303.41,191.4
10946.24,54339.2,168.4
10953.14,54327.98,167.4
10963.47,54311.69,167.3
10970.16,54302.58,167.7
10976.63,54291.47,167.8
10982.99,54279.06,168.0
10993.76,54265.75,167.9
11005.13,54251.41,167.9
11012.45,54240.1,167.9
11020.93,54228.77,168.5
11033.09,54211.16,168.6
11043.05,54198.56,168.6
11046.86,54190.46,168.5
11057.22,54183.54,180.3
11045.61,54200.03,178.6
11035.5,54212.59,179.6
11024.17,54230.05,179.6
11015.16,54245.68,180.3
11007.31,54256.51,178.4
11000.88,54268.58,178.2
10994.49,54277.9,178.3
10985.95,54290.2,178.7
10975.85,53918.65,108.7
11183.11,54023.81,180.3
11188.4,54018.58,180.3
11194.75,54008.89,180.6
11199.19,54001.67,180.8
11201.51,53996.38,181.0
11205.48,53988.65,181.1
10771.41,53481.81,11.6
10768.6,53490.68,11.6
10771.36,53471.52,11.6
10799.23,53423.46,11.1
10762.05,53504.62,11.5
10790.68,53443.53,11.3
10809.85,53440.39,11.2
10803.17,53458.94,11.2
10798.95,53471.92,11.3
10786.63,53464.21,11.2
10774.17,53504.23,11.2
10784.02,53483.37,11.2
10779.66,53491.18,11.2
10858.76,54482.42,144.2
10999.14,54365.32,190.9
10987.95,54327.34,199.2
10980.95,54000.62,120.8
11057.89,54199.15,191.9
10974.3,54041.97,121.0
10967.46,54051.5,120.9
10961.16,54065.69,120.9
10952.74,54077.82,120.7
10948.66,54084.51,120.5
10942.28,54094.72,120.4
10937.02,54106.15,120.4
10931.56,54120.1,120.3
10921.38,54145.36,120.5
10926.0,54134.22,120.5
10936.19,54121.25,133.1
10941.04,54112.74,133.2
10945.03,54100.6,133.2
10951.73,54089.47,133.2
10960.27,54075.85,131.5
10970.14,54060.58,131.3
11187.24,53890.7,148.1
11191.95,53877.07,147.4
11191.08,53868.45,145.6
11198.22,53871.41,154.0
11190.38,53898.24,170.3
11117.67,54120.86,193.3
11107.16,54132.9,193.5
11097.75,54145.22,193.1
11077.34,54168.03,192.3
11068.99,54177.97,192.0
11062.39,54188.86,191.8
11069.07,54199.95,191.9
11045.56,54210.03,192.2
11042.24,54220.83,192.1
11076.82,54188.55,192.1
11058.69,54214.65,192.2
11051.56,54222.87,192.1
11065.13,54206.51,192.0
11083.65,54177.79,192.3
11091.7,54170.05,192.5
11099.86,54160.1,192.8
11106.39,54154.42,192.8
11112.35,54149.97,193.3
11114.55,54142.05,193.1
11118.45,54137.88,193.2
11123.71,54130.57,193.5
11127.91,54122.96,193.3
11123.51,54141.28,205.3
11119.15,54152.29,205.2
11107.98,54163.89,204.8
11099.84,54173.38,204.7
11091.69,54183.46,204.2
11081.64,54193.66,204.2
11071.85,54206.69,203.8
11057.6,54224.74,203.4
11041.68,54248.46,203.0
11053.15,54229.96,203.4
11030.37,54263.17,203.2
11070.12,53843.04,110.0
11051.8,53855.67,108.3
11052.56,53868.56,108.3
11064.86,53860.69,108.2
11075.51,53853.23,109.4
11083.98,53846.56,110.9
11092.64,53835.84,111.5
11094.57,53829.41,111.7
11094.33,53823.41,112.3
11095.91,53815.9,113.3
11102.41,53817.9,121.4
11102.58,53826.88,121.1
11102.5,53834.66,121.1
11098.12,53841.36,121.2
11092.62,53847.4,121.2
11083.01,53854.04,120.8
11074.08,53862.11,120.7
11064.97,53867.56,120.5
11057.52,53872.86,120.5
10852.44,54477.62,132.6
10857.19,54514.71,132.2
10821.01,54395.59,120.4
10793.45,54412.42,120.4
10792.88,54431.72,120.5
10795.3,54454.31,120.6
10788.34,54475.99,121.0
10816.09,54506.81,121.5
10798.3,54525.02,121.5
10800.05,54494.78,121.5
10824.85,54526.32,121.5
10817.48,54477.76,121.2
10815.59,54454.16,120.6
10819.65,54432.45,120.6
10819.17,54413.07,120.4
10822.8,54371.42,120.3
10798.48,54393.89,120.4
10801.55,54369.95,120.3
10815.35,54348.61,120.2
10819.21,54323.31,120.5
10821.66,54302.7,120.6
10855.82,54476.77,146.4
10859.08,54485.34,142.3
10861.44,54497.56,143.3
10863.74,54521.35,141.0
10852.32,54529.93,121.6
10852.47,54506.04,121.5
10848.19,54482.62,121.1
10840.66,54458.42,120.6
10843.24,54434.82,120.6
10847.14,54417.49,120.3
10851.81,54398.8,120.3
10851.05,54384.13,120.2
10847.3,54372.94,120.4
10845.38,54356.88,120.3
10842.72,54342.89,120.4
10835.27,54321.55,120.6
10836.48,54312.27,120.4
10835.84,54304.65,120.6
10829.46,54295.69,121.0
10830.51,54284.38,131.9
10836.14,54296.81,131.2
10841.29,54302.15,131.1
10841.59,54321.12,131.0
10843.87,54331.46,131.3
10848.57,54346.37,131.3
10850.94,54362.37,131.4
10852.57,54373.73,131.4
10855.14,54385.96,132.0
10855.67,54400.4,132.1
10853.58,54413.74,132.2
10850.72,54421.88,132.3
10848.93,54432.43,132.6
10846.74,54458.77,132.6
10855.19,54495.09,132.6
10857.83,54533.0,132.1
10896.8,54179.89,121.0
10860.68,54226.76,120.5
11191.65,54021.25,187.6
11182.4,54036.22,188.8
10999.19,54303.73,191.4
10855.09,54234.12,120.5
10868.48,54218.29,120.6
10874.74,54207.37,120.7
10883.09,54194.42,120.9
10890.5,54188.08,121.0
10901.82,54171.53,121.0
10906.05,54165.57,121.0
10910.73,54156.63,120.5
10932.33,54132.49,132.8
10929.42,54137.85,132.8
10926.54,54146.33,132.8
10913.92,54160.8,133.0
10910.58,54168.28,133.0
10904.91,54179.15,132.9
10899.48,54186.55,132.8
10889.99,54198.34,133.8
10882.89,54206.46,132.5
10879.64,54210.4,132.5
10872.44,54220.86,132.7
10867.62,54227.99,132.6
10862.94,54233.87,132.5
11226.9,54009.31,203.6
11223.05,54015.95,203.2
11211.7,54030.02,203.4
11205.74,54036.22,203.5
11197.14,54046.65,203.2
11196.61,54052.31,203.7
11189.03,54060.33,203.7
11182.47,54068.4,203.6
11175.7,54076.98,203.8
11166.13,54085.89,204.2
11158.31,54094.81,204.9
11152.23,54101.59,204.8
11149.39,54105.87,204.0
11143.31,54117.35,205.0
11134.33,54127.28,205.5
11129.51,54134.59,205.6
11133.5,54115.42,193.0
11141.57,54105.93,193.0
11148.53,54097.02,193.0
11151.82,54093.87,193.0
11156.27,54088.88,192.8
11159.12,54086.34,192.8
11162.94,54079.08,192.8
11164.91,54074.52,192.5
11171.2,54069.29,192.1
11180.69,54059.45,191.5
11190.05,54043.49,189.0
11186.18,54051.39,190.1
11198.43,54034.39,188.4
11203.91,54026.22,187.6
11207.55,54021.42,187.6
11220.95,54005.45,186.4
11211.6,54015.24,186.3
11207.63,53989.34,184.4
11206.13,53995.47,184.9
11202.43,54003.34,186.0
11196.77,54013.37,187.7
11185.5,54030.53,188.4
11175.22,54047.27,189.9
11178.78,54042.9,188.8
11138.37,54093.34,193.0
11128.84,54105.62,193.0
11123.52,54109.85,193.0
11034.44,54252.02,191.7
11045.31,54235.55,191.8
11039.51,54243.35,191.8
11028.69,54259.54,191.5
11021.92,54269.2,191.5
11018.07,54273.73,191.3
11011.72,54286.26,191.3
11004.98,54297.86,191.5
10992.42,54310.6,191.4
10985.75,54319.55,191.7
10980.03,54325.46,191.7
10977.68,54331.93,191.6
10971.43,54343.9,191.5
10984.36,54335.32,198.1
10987.0,54329.03,199.5
10991.38,54321.5,199.4
10994.85,54317.52,204.2
10998.86,54312.44,204.0
11007.65,54306.22,203.8
11012.16,54297.47,204.0
11015.95,54290.65,203.9
11018.63,54283.71,203.5
11023.99,54275.6,203.4
11028.07,54267.65,203.5
10987.98,54358.62,191.2
11011.77,54386.67,187.1
10992.46,54371.34,188.0
10979.91,54364.45,183.9
10967.46,54359.33,182.6
10956.15,54348.35,180.6
11108.94,53171.74,60.5
11103.81,53144.34,59.8
11122.52,53128.82,59.9
11103.25,53096.21,59.7
11121.87,53098.51,60.0
11119.14,53070.27,60.2
11126.0,53046.01,60.6
11126.06,53061.38,60.4
11123.0,53257.86,73.6
11156.1,53099.48,71.7
10968.68,53382.64,49.8
10961.55,53395.68,49.5
10982.83,53378.9,49.8
10974.61,53394.58,49.8
10966.97,53411.67,49.7
10963.07,53426.61,49.2
10959.81,53439.93,48.9
10952.72,53456.81,48.7
10943.24,53474.73,48.8
10936.86,53488.31,48.8
10944.23,53481.76,60.2
10952.37,53470.32,60.2
10958.79,53456.92,60.2
10965.02,53442.78,60.0
10967.65,53428.57,60.3
10969.61,53415.45,60.3
10976.96,53400.08,60.5
10988.42,53378.92,60.9
10955.05,53561.04,60.8
10953.29,53569.1,60.5
11103.28,53127.78,59.6
11092.46,53155.37,59.7
11053.46,53301.33,62.4
11063.54,53283.22,61.7
11069.17,53268.87,61.5
11073.62,53259.66,62.0
11081.8,53250.5,62.5
11090.75,53241.42,62.6
11105.05,53228.69,62.1
11100.6,53203.15,60.8
11117.47,53145.2,59.9
11039.77,53325.74,62.6
11047.69,53321.6,62.5
11054.1,53317.82,62.6
11059.11,53314.58,62.5
11066.83,53306.2,62.3
11072.64,53296.15,62.2
11077.84,53289.98,62.1
11085.69,53281.23,62.2
11092.46,53274.23,62.3
11096.76,53267.74,62.4
11103.37,53261.43,62.6
11112.6,53257.5,62.7
11120.78,53253.0,63.0
11116.51,53263.24,73.5
11105.35,53266.78,73.4
11098.48,53272.84,72.9
11085.96,53290.57,72.8
11074.55,53300.78,73.0
11065.73,53316.43,73.2
11059.63,53320.35,72.8
11043.13,53327.53,72.1
10957.41,53380.43,49.3
10952.76,53389.92,49.3
10759.26,54525.07,121.2
10762.39,54516.5,121.1
10761.28,54501.76,121.0
10755.76,54489.25,121.0
10755.99,54479.39,120.9
10758.17,54472.93,120.8
10757.81,54466.42,120.8
11036.79,53318.74,62.6
11080.51,53816.28,112.1
11207.15,54006.49,186.3
10506.34,54277.57,48.5
10808.47,52943.79,48.5
10515.47,54204.06,45.7
10508.51,54216.81,45.8
10498.11,54225.05,45.7
10483.67,54227.63,46.0
10475.86,54235.32,46.2
10471.09,54243.35,46.4
10477.93,54237.92,48.7
10485.47,54231.93,49.3
10504.81,54232.06,48.4
10512.8,54221.17,48.3
10522.21,54206.85,48.2
10503.87,54290.76,48.6
10495.79,54290.76,48.6
10478.37,54273.18,48.5
10472.07,54285.72,60.5
10487.61,54299.85,60.8
10503.68,54305.34,63.0
10511.97,54300.0,64.5
10517.0,54287.33,62.3
10528.9,54276.6,62.0
10533.19,54270.52,62.2
10539.31,54259.94,62.3
10549.43,54245.7,62.0
10555.66,54231.26,62.2
10557.28,54222.93,62.0
