x,y,z
10907.52,54095.6,86.6
10918.04,54074.55,88.1
10923.66,54061.6,89.1
10931.65,54048.41,90.2
10942.64,54032.99,90.7
10950.76,54025.94,91.7
10958.57,54016.0,93.4
10962.13,54007.74,94.3
10964.13,53998.45,94.6
10967.03,53988.75,96.3
10973.92,53974.1,97.1
10977.61,53963.71,98.5
10982.54,53951.41,99.3
10997.61,53935.46,101.6
11008.97,53924.61,103.7
10862.84,54174.26,98.8
10872.79,54158.78,98.5
10882.91,54144.13,99.4
10890.43,54135.33,99.6
10897.29,54128.11,99.5
10903.96,54116.35,99.6
10913.81,54099.3,99.6
10921.27,54088.87,99.6
10923.95,54080.17,99.6
10932.42,54065.65,99.6
10938.82,54054.09,99.7
10946.73,54042.71,99.6
10955.19,54031.02,99.6
10960.97,54017.39,99.6
10933.63,54079.89,109.6
10942.8,54061.61,109.5
10952.85,54047.04,109.6
10961.73,54034.78,110.1
10966.09,54025.0,110.1
10969.51,54015.5,110.1
10971.54,54007.36,110.1
10971.2,53996.76,110.1
10977.18,53985.95,110.0
10982.61,53979.1,110.0
10985.51,53967.07,109.7
10993.16,53956.48,109.7
11000.52,53945.69,108.8
11006.02,53938.51,108.7
11026.24,53918.63,108.6
11011.09,53933.61,108.7
10500.59,54109.71,45.8
10481.11,54084.17,37.1
10846.62,53900.73,48.0
10858.41,53866.74,47.7
10854.83,53876.6,47.9
10939.62,53789.38,47.7
10945.73,53796.46,47.7
10949.6,53786.85,47.7
10966.59,53778.17,47.8
10850.3,53956.61,48.8
10836.13,53470.48,11.4
10827.05,53485.2,11.4
10820.0,53496.19,11.5
10816.73,53509.4,11.5
10812.24,53520.39,11.5
10809.63,53529.67,11.3
10809.21,53540.49,11.2
10805.48,53550.36,11.3
10803.46,53562.67,11.4
10800.0,53572.55,11.3
10795.06,53582.44,11.3
10789.15,53590.09,11.2
10784.08,53599.45,11.2
10782.39,53620.87,11.5
10780.61,53631.53,11.4
10777.75,53640.4,11.3
10771.01,53651.17,11.5
10775.96,53657.35,23.5
10784.32,53648.98,23.5
10791.33,53640.87,23.2
10793.37,53629.63,22.9
10794.9,53614.47,23.6
10797.13,53599.74,23.6
10800.26,53588.59,23.7
10806.47,53576.01,23.8
10812.06,53560.91,23.7
10816.55,53547.21,23.6
10818.65,53533.3,23.6
10824.5,53515.21,23.6
10828.5,53503.07,23.6
10837.2,53493.0,23.5
10842.9,53480.22,23.8
10817.74,53979.41,47.5
10790.52,54019.47,47.5
10828.83,53962.16,49.0
10831.77,53946.55,48.8
10835.95,53922.94,48.3
10840.63,53909.47,47.8
10849.3,53892.03,47.3
10844.96,53964.4,48.8
10840.67,53972.38,48.9
10836.11,53988.57,48.3
10810.05,53993.08,47.6
10803.1,54005.14,47.4
10818.12,54024.56,62.3
10826.51,54017.8,62.5
10839.4,53990.54,62.1
10843.41,53977.96,62.0
10848.67,53968.46,61.9
10854.38,53959.13,61.6
10983.07,53618.81,54.5
10989.5,53725.49,47.9
10991.26,53736.83,47.9
10987.18,53746.5,47.9
10982.14,53756.26,47.8
10977.69,53762.67,47.8
10970.4,53769.1,47.8
11009.79,53647.01,60.5
11006.21,53638.09,60.5
11000.49,53629.29,60.7
10993.49,53623.67,60.9
10988.97,53614.24,61.0
10705.43,53940.14,36.2
10719.24,53965.5,48.4
10711.49,53950.08,48.4
10819.04,53479.95,11.3
10813.63,53491.97,11.5
10807.69,53507.83,11.5
10800.65,53532.79,11.3
10798.01,53548.24,11.1
10828.22,53458.41,11.5
10823.86,53472.13,11.6
10806.81,53482.23,11.3
10802.19,53499.45,11.5
10798.2,53516.27,11.5
10792.95,53530.15,11.3
10789.69,53541.09,11.1
10785.8,53559.3,11.3
10780.94,53578.89,11.2
10919.86,53642.98,26.5
10907.69,53639.01,26.3
10898.29,53640.04,26.0
10889.44,53642.58,25.7
10883.88,53646.14,25.7
10878.8,53650.47,25.7
10873.05,53652.52,25.7
10865.75,53649.79,25.7
10856.14,53649.51,25.5
10842.74,53654.74,25.2
10836.91,53660.02,24.9
10829.15,53660.5,24.7
10816.45,53660.64,24.2
10805.32,53664.83,23.5
10766.8,54034.25,49.2
10678.06,54130.15,49.0
10671.34,54110.41,49.1
10772.55,54021.63,48.7
10761.52,54047.84,49.1
10759.35,54057.26,49.2
10755.67,54066.8,49.3
10750.49,54075.38,49.2
10749.23,54088.93,49.1
10747.4,54106.02,49.3
10723.92,54129.24,49.3
10711.82,54129.33,49.5
10697.96,54132.15,49.0
10688.76,54134.64,49.0
10682.38,54133.73,49.0
10674.58,54123.52,49.0
11041.4,53659.33,60.8
11040.95,53646.98,60.8
10611.19,54327.15,63.0
10623.84,54330.26,63.2
10636.49,54333.08,63.1
10645.95,54334.0,63.1
10881.71,53979.03,73.3
10887.01,53970.11,73.3
10893.33,53965.51,73.2
10900.0,53953.64,73.4
10906.92,53944.55,73.4
10908.27,53935.09,73.6
10914.22,53925.46,73.6
10926.82,53935.63,87.7
10524.83,54378.72,75.6
10527.88,54384.51,75.6
10533.85,54390.07,75.7
10983.12,54054.13,131.5
10996.05,54052.97,131.7
11005.59,54053.59,132.2
11014.87,54054.47,132.2
11018.26,54051.98,132.2
11021.29,54042.17,132.3
11022.63,54032.53,132.2
10922.92,54190.31,145.4
10766.17,53648.76,11.4
10560.11,54302.78,63.5
10572.76,54306.59,62.9
10581.8,54312.1,62.7
10591.55,54317.82,62.5
10600.0,54318.32,62.5
10712.61,53912.41,36.3
10709.7,53922.48,36.3
10704.21,53930.96,36.3
10793.93,53670.59,23.5
10787.74,53683.03,23.4
10818.04,53453.16,11.5
10814.77,53466.22,11.6
10777.1,53590.7,11.2
10775.38,53605.1,11.3
10776.04,53618.84,11.4
10773.3,53633.61,11.3
10909.47,54034.87,89.0
10919.91,54018.39,90.0
10921.33,54009.02,90.5
10908.16,53985.82,88.9
10911.13,53976.92,88.8
10914.21,53969.78,88.9
10920.48,53958.88,88.7
10922.71,53951.48,88.5
10922.96,53999.36,91.1
10929.07,53989.12,92.4
10932.62,53983.38,93.4
10939.38,53971.43,94.6
10944.56,53963.61,95.4
10947.54,53957.58,96.3
10950.46,53952.61,96.8
10959.33,53940.48,98.5
11006.95,53894.0,105.2
11001.13,53903.22,104.7
10994.92,53910.45,104.2
10982.98,53922.95,102.0
10972.39,53935.53,99.5
11022.56,53880.85,108.3
10997.21,53969.82,120.5
10988.14,53993.81,120.8
10949.31,54107.82,133.2
10943.48,54122.5,133.2
10938.92,54132.56,132.8
10933.31,54147.01,132.7
10917.28,54198.09,145.1
10896.18,54233.1,145.1
10909.64,54217.38,145.6
10858.05,54288.12,144.9
10867.24,54268.91,145.3
10735.26,53394.13,11.5
10736.45,53407.98,11.6
10733.83,53416.25,11.5
10732.75,53426.39,11.6
10730.4,53435.16,11.8
10726.86,53448.73,12.0
10723.93,53460.43,11.9
10722.3,53467.75,12.0
10718.81,53481.77,12.0
10736.02,53387.56,11.6
10721.11,53509.75,7.5
10776.93,53443.79,11.2
10734.88,53379.07,11.6
10732.92,53370.37,11.5
10731.22,53360.13,11.6
10716.12,53663.01,11.6
10711.37,53683.65,11.7
10721.03,53690.87,11.6
10728.55,53702.13,11.6
10754.2,53701.32,23.4
10737.36,53823.58,23.8
10734.79,53807.94,23.7
10738.41,53796.92,23.8
10742.87,53786.99,23.7
10748.17,53776.82,23.5
10751.93,53768.3,23.5
10757.38,53787.22,38.6
10752.91,53797.79,36.8
10750.12,53808.9,36.4
10753.62,53817.69,38.6
11029.95,52994.07,36.1
11030.06,53014.24,35.9
11033.15,53037.33,35.9
11031.44,53059.26,36.0
11025.94,53079.63,35.9
11023.5,53096.05,35.9
11043.72,53145.36,36.5
11045.03,53138.11,36.5
11043.88,53085.27,36.0
11045.35,53072.09,36.0
11045.69,53058.11,36.0
11043.84,53045.67,36.0
11044.36,53032.37,36.1
11042.3,53021.08,36.1
11039.79,53009.81,35.9
11038.65,52998.05,36.1
11037.75,52985.29,36.2
11033.95,52978.71,36.2
11025.35,52968.56,36.1
11034.13,52963.26,47.6
11042.2,52973.46,47.7
11045.46,52982.35,47.6
11046.27,52994.3,47.9
11049.04,53007.01,47.9
11051.14,53018.08,48.7
11053.55,53035.03,49.2
11053.42,53047.29,49.4
11053.77,53058.74,49.2
11053.3,53069.09,49.3
11051.73,53079.27,49.2
11051.29,53088.22,49.2
11051.55,53096.61,48.9
11027.51,53115.04,36.1
11024.71,53134.1,36.5
11020.28,53182.4,36.1
11023.53,53152.34,36.2
11026.8,53168.78,36.3
11022.68,53200.0,35.9
11006.79,53253.15,36.9
10997.82,53260.91,37.2
10994.02,53273.04,37.7
10966.85,53344.31,37.6
10971.88,53331.34,37.6
10975.98,53322.98,37.6
10982.24,53316.97,37.5
10990.15,53311.23,38.2
10997.01,53307.3,38.5
11002.27,53297.07,38.4
11006.94,53284.44,38.0
11017.23,53277.29,37.6
11024.68,53264.83,37.5
11025.64,53255.88,36.9
11028.87,53236.35,36.7
11028.3,53220.4,36.5
11034.07,53201.09,36.1
11035.26,53187.2,36.2
11034.98,53178.04,36.3
11040.25,53158.99,36.2
11041.51,53151.96,36.2
11044.92,53125.85,36.5
11044.62,53112.87,36.2
11045.13,53100.15,36.1
11050.94,53104.87,48.8
11051.19,53115.7,48.7
11052.24,53124.58,48.8
11053.11,53133.81,48.9
11052.69,53143.47,49.1
11050.57,53154.74,49.1
11049.31,53164.78,48.9
11049.31,53174.3,49.0
11049.9,53186.22,48.9
11045.74,53200.0,48.9
11044.78,53213.51,49.3
11042.47,53221.54,49.3
11041.06,53228.3,49.8
11040.29,53239.39,50.2
11037.78,53252.53,50.1
11035.1,53262.45,50.2
11030.07,53274.19,50.2
11022.4,53282.42,50.0
11016.06,53291.13,50.0
11007.82,53298.42,49.8
11003.51,53306.83,49.7
11000.14,53315.17,49.9
10992.8,53322.38,50.1
10982.72,53333.37,50.1
10976.9,53347.92,50.1
10734.96,53508.0,11.1
10747.55,53466.5,6.0
10751.71,53456.76,4.2
10756.53,53443.3,3.0
10761.31,53426.76,2.5
10740.59,53371.98,11.6
10750.47,53365.19,11.5
10762.7,53363.18,11.5
10770.03,53367.98,11.6
10776.16,53377.65,11.6
10782.24,53391.36,11.5
10784.44,53403.6,11.5
10783.91,53410.29,11.3
10784.04,53416.57,11.3
10780.63,53427.83,11.2
10772.73,53456.18,11.2
10769.85,53462.75,11.3
10764.41,53481.28,11.6
10758.51,53491.2,11.5
10752.29,53498.28,12.0
10746.79,53504.33,12.0
10737.32,53514.03,11.9
10744.13,53501.86,10.0
10748.22,53495.4,8.9
10753.14,53490.81,8.7
10755.28,53487.05,8.0
10756.0,53481.93,7.4
10758.57,53474.18,6.3
10760.17,53468.29,5.3
10764.41,53459.74,3.8
10768.33,53452.41,3.1
10770.99,53443.98,2.7
10773.49,53429.87,2.8
10775.88,53419.64,2.6
10774.47,53412.7,2.7
10772.85,53403.93,2.5
10761.26,53400.94,2.6
10769.33,53396.48,2.5
10767.35,53386.14,2.5
10763.1,53375.99,2.6
10755.15,53375.1,2.6
10757.94,53386.09,2.6
10750.02,53378.6,2.6
10747.22,53390.9,2.6
10745.57,53402.51,2.7
10744.52,53406.86,2.7
10743.11,53411.58,2.6
10745.06,53416.25,2.7
10751.95,53420.16,2.8
10749.37,53427.44,2.8
10745.59,53441.72,3.1
10742.58,53448.94,3.7
10741.3,53455.86,4.7
10716.88,53527.09,12.4
10735.11,53482.68,6.4
10727.23,53498.11,6.5
10714.68,53522.0,7.6
10705.63,53526.72,7.6
10701.66,53520.29,7.6
10709.69,53505.81,7.6
10717.55,53493.56,6.6
10731.01,53455.45,5.6
10732.77,53444.81,5.7
10734.21,53433.55,6.5
10737.66,53422.04,6.7
10737.29,53416.14,6.6
10737.9,53408.13,6.8
10738.8,53396.6,6.8
10739.19,53386.31,6.9
10744.97,53385.78,6.9
10744.67,53391.81,6.8
10743.49,53400.27,6.8
10740.69,53408.18,6.8
10739.64,53415.47,6.6
10747.58,53419.65,6.7
10747.71,53424.94,6.7
10745.17,53432.25,6.5
10740.3,53441.28,5.7
10739.57,53446.14,5.7
10738.23,53454.26,5.6
10736.74,53461.27,5.5
10738.34,53470.32,6.5
10739.18,53483.15,8.9
10731.76,53495.07,9.8
10725.27,53508.69,12.0
10719.94,53520.83,12.1
10862.21,53008.03,24.3
10740.59,53294.63,10.9
10742.41,53283.11,10.9
10783.31,53261.6,11.1
10788.99,53242.03,11.1
10791.87,53261.95,11.0
10810.72,53337.09,11.7
10806.33,53300.93,11.8
10806.81,53292.66,11.7
10808.69,53277.3,11.5
10776.36,53240.2,11.2
10771.64,53251.19,11.3
10767.53,53258.96,11.3
10764.56,53263.55,11.4
10759.09,53270.63,11.5
10745.7,53268.47,11.5
10740.63,53266.85,11.5
10736.34,53271.73,11.5
10729.29,53277.16,11.4
10727.48,53285.47,11.5
10727.18,53290.24,11.3
10723.86,53296.98,11.4
10725.96,53306.97,11.3
10727.15,53316.46,11.4
10727.66,53322.23,11.5
10728.29,53333.04,11.6
10729.83,53340.37,11.5
10730.54,53349.6,11.6
10715.38,53310.71,23.4
10716.44,53302.6,23.4
10717.77,53292.11,23.4
10719.44,53282.02,23.4
10721.16,53273.2,23.2
10727.3,53263.87,23.9
10733.94,53260.79,22.8
10742.16,53259.82,23.0
10750.35,53258.69,23.1
10757.85,53257.3,23.3
10761.86,53253.05,22.3
10764.36,53245.36,23.3
10768.45,53234.78,23.5
10772.07,53226.55,23.4
10820.34,53337.6,11.6
10902.52,53132.12,23.7
10886.6,53267.25,23.5
10885.74,53277.76,23.8
10887.38,53289.6,24.1
10885.51,53364.1,23.3
10890.1,53351.41,23.0
10892.22,53340.2,22.7
10890.38,53326.73,23.0
10887.11,53315.92,23.2
10890.86,53308.95,23.2
10903.16,53305.28,23.6
10910.04,53298.41,23.9
10907.8,53290.13,23.8
10909.58,53282.25,23.8
10907.87,53275.12,23.8
10909.55,53266.15,23.7
10904.03,53258.04,23.8
10896.48,53253.58,23.6
10897.64,53244.81,23.5
10902.57,53233.84,23.5
10910.65,53248.55,35.8
10731.4,53695.29,11.4
10721.38,53674.02,11.5
10726.83,53374.57,23.5
10794.55,53296.7,11.8
10793.34,53287.36,11.7
10783.57,53279.15,11.8
10781.79,53272.03,11.7
10778.36,53269.68,11.7
10774.73,53272.88,11.7
10770.24,53282.58,11.8
10761.68,53294.06,11.7
10761.82,53300.61,11.6
10758.76,53306.81,11.6
10751.98,53310.6,11.8
10748.56,53316.66,11.7
10748.56,53325.43,11.6
10747.49,53336.49,11.6
10747.14,53346.12,11.5
10744.93,53362.37,11.6
10789.34,53312.5,11.6
10905.94,53197.69,23.4
10909.02,53186.71,23.3
10899.5,53157.53,23.6
10890.31,53152.73,23.5
10874.16,53145.3,23.6
10869.77,53138.27,23.5
10872.11,53130.72,23.6
10877.32,53119.67,23.7
11011.99,53086.34,35.9
11013.68,53073.79,36.0
11019.48,53065.73,35.8
11023.04,53052.12,35.8
11025.79,53042.38,35.8
11025.04,53033.95,36.0
11023.73,53025.71,36.0
11019.23,53009.29,36.0
11019.67,52998.86,36.0
11022.35,52988.43,36.2
11020.98,52980.2,36.3
10961.59,53332.15,37.6
10967.32,53322.46,37.6
10978.17,53311.22,37.5
10988.01,53302.11,38.5
10990.5,53290.25,38.4
10986.99,53282.9,38.2
10983.43,53272.83,37.5
11010.45,53193.41,36.0
10977.49,53261.92,37.1
10985.35,53245.64,37.1
10991.91,53244.79,37.0
11000.27,53240.38,36.6
11013.33,53242.35,36.6
11017.57,53237.33,36.6
11020.23,53228.0,36.5
11021.42,53218.68,36.4
11020.96,53212.91,36.0
11014.97,53205.16,36.1
11005.87,53181.82,36.1
11006.27,53170.74,36.0
10741.3,53770.47,23.5
11008.36,53150.28,35.6
11008.51,53137.85,35.7
11008.57,53127.87,36.0
11009.87,53113.44,36.1
11008.12,53102.32,35.7
10879.93,53311.64,23.1
10877.67,53300.89,23.2
10873.28,53288.49,23.2
10874.35,53274.95,23.3
10878.56,53264.91,23.4
10888.36,53248.34,23.4
10889.61,53242.05,23.5
10889.85,53235.68,23.5
10893.88,53228.39,23.4
10897.86,53220.91,23.6
10899.7,53212.59,23.6
10777.67,53331.65,11.6
10791.24,53337.16,11.7
10884.26,53257.01,23.4
10722.83,53359.41,23.5
10722.49,53347.84,23.3
10721.15,53337.09,23.4
10719.51,53330.4,23.5
10716.58,53319.69,23.5
10882.3,53338.12,22.7
10882.3,53324.71,23.0
10880.7,53345.2,23.0
10876.49,53355.63,23.0
10693.05,53831.87,24.8
10720.54,53813.13,23.07
10720.1,53804.19,23.7
10722.53,53792.27,23.8
10735.92,53776.72,23.5
11101.77,53686.98,86.8
11102.63,53637.06,86.7
11105.47,53644.39,86.8
11111.5,53648.47,87.0
11111.04,53659.46,87.2
11109.31,53671.03,87.0
11097.66,53695.71,86.8
11079.72,53733.33,85.7
11079.22,53746.28,85.6
11074.18,53756.63,85.6
11069.82,53768.88,85.7
11059.75,53778.91,85.7
11052.58,53792.35,85.5
11045.16,53810.33,85.7
11032.86,53824.97,86.0
11020.14,53833.77,86.3
11006.24,53838.72,86.4
10991.48,53854.62,86.3
10980.99,53865.58,86.3
10972.54,53881.09,86.7
10962.16,53896.83,86.7
10951.78,53909.94,86.7
10940.11,53921.58,86.9
10934.66,53925.57,87.1
10926.82,53935.63,87.7
10935.86,53928.63,87.0
11008.47,53868.89,99.0
11024.08,53851.95,97.7
11033.43,53845.84,97.4
11043.43,53836.04,97.4
11047.1,53824.23,97.4
11053.12,53814.91,97.2
11056.68,53805.81,97.1
11061.49,53795.16,97.0
11070.03,53784.02,96.9
11076.64,53775.75,96.9
11083.24,53763.57,97.1
11087.16,53750.07,96.9
10963.63,53923.91,99.2
10957.84,53929.83,98.5
10948.49,53937.12,98.1
10941.09,53944.83,97.1
10928.83,53950.92,96.1
11114.77,53678.26,97.8
11111.04,53684.3,97.7
11106.61,53691.87,97.7
11099.01,53703.08,97.7
11093.98,53709.82,97.5
11091.2,53723.53,97.1
11101.77,53686.98,86.8
11087.73,53712.82,86.6
11082.8,53734.01,85.7
11080.38,53746.8,85.6
11071.97,53769.2,85.7
11063.52,53780.07,85.7
11055.88,53793.39,85.5
11046.53,53811.17,85.7
11033.05,53826.38,86.0
11018.71,53844.52,86.4
11009.74,53855.93,86.6
10998.67,53872.76,86.6
10984.76,53889.92,86.8
10971.9,53906.14,86.8
10963.1,53913.97,86.7
10957.54,53916.05,86.7
10946.05,53924.06,86.9
10998.08,53882.05,99.2
10985.01,53892.41,99.1
10977.73,53901.95,99.0
10967.72,53913.76,99.1
11114.77,53678.26,97.8
11070.19,53531.76,108.0
11085.86,53531.99,107.9
10639.04,54127.94,51.8
10658.18,54107.14,51.6
10490.4,54350.57,83.6
10488.91,54360.27,83.5
10484.57,54367.35,83.6
10483.88,54375.46,83.5
10867.04,54204.61,120.5
10859.14,54219.15,120.6
11226.99,53897.54,172.9
11231.98,53904.1,173.0
10962.99,53567.94,57.6
10915.15,53529.52,25.1
10915.57,53545.0,25.3
10916.56,53553.91,25.3
10919.19,53564.27,24.4
11026.19,53507.29,89.0
11042.58,53676.02,60.7
11047.56,53659.9,60.8
11046.83,53647.18,60.8
11029.73,53625.51,60.8
11012.95,53621.08,60.6
11016.33,53613.74,75.0
11033.14,53619.7,73.2
11086.66,53658.58,73.8
11085.28,53648.07,73.8
11082.57,53637.63,73.8
11056.33,53754.54,73.7
11004.39,53832.76,73.6
11016.82,53826.89,73.8
11027.98,53815.05,74.2
11037.84,53803.74,74.1
11043.54,53789.66,74.0
11053.84,53774.5,73.9
11061.15,53763.45,73.7
11067.46,53755.96,73.7
11069.41,53748.45,73.6
11071.86,53733.55,73.5
11078.78,53720.09,73.8
11085.77,53704.13,73.8
11099.95,53648.61,73.9
11090.73,53633.66,73.9
11080.54,53625.49,74.0
11070.18,53616.59,73.6
11075.84,53610.31,87.6
11091.94,53620.43,87.5
11099.34,53628.91,87.6
11027.34,53565.41,86.6
11022.52,53559.15,86.8
11018.53,53554.09,86.7
11015.06,53545.89,86.7
11011.32,53530.74,86.7
11009.85,53523.31,87.0
11007.01,53517.37,87.1
11005.41,53506.1,87.3
11007.85,53492.34,87.3
11122.92,53632.99,87.8
11020.19,53495.69,87.3
11062.88,53543.38,95.4
11049.02,53533.6,93.0
11042.0,53527.58,91.3
11035.3,53515.49,90.2
11059.66,53535.47,97.6
11087.6,53523.73,114.9
11057.83,53538.94,95.3
11133.46,53604.52,96.0
11131.27,53614.11,97.5
11140.16,53605.76,107.6
11137.85,53612.76,107.5
11149.7,53506.0,117.9
11158.07,53593.87,118.9
11153.63,53506.3,119.6
11150.72,53491.83,120.3
11098.25,53532.27,107.9
11120.53,53527.38,114.8
11125.72,53519.94,115.2
11072.46,53524.11,113.7
11099.22,53523.73,116.0
11123.37,53518.89,117.2
11131.97,53501.18,118.8
11225.12,53480.34,120.8
11236.12,53487.09,120.6
11238.89,53494.31,120.7
11233.64,53515.27,120.7
11225.54,53532.07,120.6
11210.08,53538.87,120.6
11200.22,53549.39,119.6
11188.6,53558.84,119.3
11178.8,53566.56,119.2
11170.87,53577.28,119.2
11162.2,53585.93,118.9
11160.59,53601.43,127.5
11166.33,53589.79,127.9
11172.04,53582.6,128.0
11182.25,53571.84,128.5
11190.14,53562.18,129.9
11202.52,53554.81,131.3
11211.3,53544.88,131.2
11228.43,53538.02,131.1
11237.9,53520.38,132.8
11241.8,53506.39,134.7
11245.55,53493.49,135.5
11242.05,53482.98,135.5
11230.81,53476.97,135.1
10860.02,54194.4,99.0
10831.06,54252.72,97.8
10818.03,54276.78,98.0
10892.18,53962.54,73.8
10899.04,53946.26,73.4
10887.49,53980.24,73.3
10893.01,53972.58,73.3
10898.87,53967.7,73.2
10905.51,53955.9,73.4
10953.67,53899.71,73.2
10959.21,53892.12,73.3
10964.24,53883.24,73.6
10971.52,53874.43,73.4
10975.26,53864.93,73.5
10994.02,53846.06,73.0
10921.42,53946.56,88.5
10870.35,54044.34,73.7
10859.61,54059.01,73.4
10830.16,54121.12,74.4
10823.75,54134.79,74.6
10873.67,54061.33,74.1
10881.62,54051.0,73.5
10899.71,54029.83,89.0
10506.68,54361.4,75.5
10516.39,54370.65,75.5
10501.82,54373.47,83.6
10498.79,54369.28,83.5
10494.4,54364.92,83.6
10495.13,54355.8,83.5
10495.47,54349.76,83.6
10585.9,54489.58,88.2
10485.72,54449.98,83.5
10491.77,54379.07,83.5
10480.08,54379.96,83.6
10478.03,54392.65,83.5
10473.73,54405.02,83.5
10468.2,54413.76,83.6
10466.62,54418.74,83.6
10463.76,54424.48,83.5
10460.13,54434.38,86.5
10470.27,54439.94,83.5
10469.74,54445.63,83.5
10472.98,54450.02,83.5
10475.35,54452.69,83.5
10519.6,54460.43,86.8
10524.34,54471.01,87.6
10534.17,54476.8,87.6
10551.46,54480.43,87.9
10564.43,54485.57,87.9
10578.02,54493.21,88.2
10594.3,54507.49,88.3
10602.81,54508.45,88.3
10620.54,54512.74,88.2
10644.46,54515.59,88.4
10665.43,54511.71,88.4
10672.88,54505.25,88.3
10565.93,54499.82,99.8
10555.63,54490.09,99.3
10549.0,54489.05,98.8
10541.38,54487.79,98.8
10529.83,54482.02,98.5
10518.24,54476.09,98.6
10515.16,54472.94,93.8
10497.66,54461.47,93.4
10483.57,54454.74,93.1
10474.57,54456.73,93.1
10469.93,54451.95,93.1
10466.41,54447.29,93.1
10466.38,54443.37,93.0
10872.59,54168.39,98.8
10866.03,54183.8,98.9
10852.59,54207.51,98.8
10841.79,54225.83,98.5
10838.1,54239.6,98.0
10825.01,54264.01,97.7
10810.56,54290.45,97.8
10801.69,54306.41,98.4
10816.95,54285.3,110.5
10826.73,54269.2,110.5
10838.05,54252.14,110.6
10842.73,54242.97,110.0
10848.1,54232.26,110.0
10850.7,54223.68,110.0
10793.56,54117.47,62.7
10789.73,54105.45,63.1
10801.2,54089.3,63.0
10804.65,54075.02,63.1
10776.78,54139.83,62.6
10784.53,54134.37,62.6
10890.56,53941.59,73.3
10886.91,53953.68,73.5
10881.03,53966.59,73.3
10873.57,53981.43,73.3
10870.68,53988.14,73.3
10807.5,54138.32,75.3
10800.48,54146.34,75.3
10793.16,54150.53,75.5
10785.51,54154.25,75.6
10745.23,54188.27,62.7
10736.7,54202.46,62.8
10727.58,54213.32,62.7
10713.52,54223.65,63.0
10732.13,54213.58,66.3
10743.03,54203.42,67.9
10750.31,54193.42,70.0
10754.63,54185.45,70.4
10764.62,54173.8,71.9
10777.01,54161.85,75.7
10720.52,54238.2,64.1
10731.12,54229.89,65.2
10743.22,54219.83,66.7
10750.7,54211.95,67.7
10757.49,54205.19,69.1
10764.5,54196.09,70.4
10767.29,54189.43,70.4
10768.84,54184.43,71.1
10772.29,54178.19,71.9
10782.92,54170.3,75.7
10774.73,54179.23,75.6
10771.77,54185.65,75.6
10770.17,54190.29,75.5
10766.98,54197.14,75.4
10764.51,54202.78,75.5
10757.8,54212.51,75.0
10753.03,54219.37,75.1
10742.88,54226.71,75.1
10736.43,54234.34,75.3
10678.65,54496.15,88.4
10692.35,54490.19,88.2
10700.84,54479.91,88.2
10717.22,54473.42,88.0
10724.13,54461.51,87.9
10734.71,54447.58,88.0
10743.83,54433.81,88.0
10743.85,54425.41,88.2
10751.56,54410.57,88.1
10756.88,54396.43,87.9
10759.9,54381.58,87.6
10760.32,54370.99,87.7
10766.51,54382.36,98.6
10763.21,54396.8,98.8
10760.32,54410.81,98.7
10754.85,54426.45,98.7
10750.45,54436.15,98.5
10738.25,54453.32,98.6
10735.16,54465.85,99.2
10729.12,54476.65,99.0
10716.15,54484.72,99.4
10705.7,54491.01,99.6
10691.56,54508.24,99.6
10878.77,54155.55,98.9
10885.36,54148.25,99.4
10895.81,54135.72,99.6
10899.95,54126.65,99.5
10906.41,54116.38,99.6
10912.2,54102.33,99.6
10924.27,54087.27,99.6
10926.86,54080.73,99.6
10929.01,54072.38,99.6
10933.0,54064.88,109.5
10934.33,54072.98,109.5
10933.63,54079.89,109.4
10930.81,54085.75,109.6
10923.27,54098.75,109.9
10918.31,54108.56,110.0
10912.28,54118.85,110.5
10904.98,54130.78,110.6
10895.96,54147.14,110.5
10868.73,54189.74,110.7
10855.87,54212.98,110.1
10860.66,53482.01,25.1
10866.78,53469.13,23.7
10991.14,54047.63,131.7
10816.87,54048.23,62.7
10867.7,53953.8,61.6
10852.21,53976.82,61.9
10812.88,54063.21,62.8
10860.98,53993.51,62.1
10865.07,53979.72,62.0
10869.26,53970.41,61.9
10880.15,53953.5,61.8
10884.14,53942.16,61.8
10884.95,53929.1,61.5
10539.97,54233.87,63.4
10534.47,54255.37,63.2
10537.95,54247.19,63.2
10532.34,54263.4,63.2
10522.87,54282.04,62.4
11006.21,54046.07,132.0
11015.11,54040.55,132.2
10978.84,54059.58,131.3
10986.59,54057.42,131.5
11028.96,54043.24,132.3
11030.38,54034.0,132.2
11003.81,54226.19,156.1
11026.5,54196.07,156.3
11190.56,53981.13,157.9
11166.51,54013.58,157.8
11149.07,54033.89,157.5
11096.82,54102.05,156.1
11085.01,54114.37,156.1
11080.56,54124.24,156.2
11074.43,54133.35,156.2
11067.82,54141.47,156.1
11059.21,54151.07,156.3
11053.59,54156.77,156.2
11044.99,54169.66,156.4
11034.23,54182.46,156.5
11015.15,54212.15,156.5
11042.63,54180.36,168.3
11050.19,54170.28,168.2
11056.07,54161.42,168.2
11063.97,54154.85,167.8
11070.33,54144.3,167.8
11077.25,54139.72,168.5
11085.22,54129.74,168.6
11089.62,54117.6,168.6
11099.24,54105.04,168.7
11212.8,53912.5,161.8
11205.16,53901.33,160.8
11223.57,53905.45,161.7
11224.08,53917.81,161.7
11220.47,53931.12,159.5
11217.45,53939.2,159.2
